policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
894922,FL,CLAY COUNTY,0.000000,24059.089844,0.000000,0.000000,24059.089844,33952.191406,0.000000,0.000000,0.000000,0.000000,30.095957,-81.695099,Residential,Wood,1
422834,FL,CLAY COUNTY,0.000000,48115.941406,0.000000,0.000000,48115.941406,66755.390625,0.000000,0.000000,0.000000,0.000000,30.100073,-81.739822,Residential,Wood,1
582721,FL,CLAY COUNTY,0.000000,28869.119141,0.000000,0.000000,28869.119141,42826.988281,0.000000,0.000000,0.000000,0.000000,30.092480,-81.725167,Residential,Wood,1
842700,FL,CLAY COUNTY,0.000000,56135.640625,0.000000,0.000000,56135.640625,50656.800781,0.000000,0.000000,0.000000,0.000000,30.101356,-81.726248,Residential,Wood,1
874333,FL,CLAY COUNTY,0.000000,48115.941406,0.000000,0.000000,48115.941406,67905.070312,0.000000,0.000000,0.000000,0.000000,30.113743,-81.727463,Residential,Wood,1
580146,FL,CLAY COUNTY,0.000000,48115.941406,0.000000,0.000000,48115.941406,66938.898438,0.000000,0.000000,0.000000,0.000000,30.121655,-81.732391,Residential,Wood,3
456149,FL,CLAY COUNTY,0.000000,80192.492188,0.000000,0.000000,80192.492188,86421.039062,0.000000,0.000000,0.000000,0.000000,30.109537,-81.741661,Residential,Wood,1
767862,FL,CLAY COUNTY,0.000000,48115.941406,0.000000,0.000000,48115.941406,73798.500000,0.000000,0.000000,0.000000,0.000000,30.118240,-81.745335,Residential,Wood,3
353022,FL,CLAY COUNTY,0.000000,60946.789062,0.000000,0.000000,60946.789062,62467.289062,0.000000,0.000000,0.000000,0.000000,30.065799,-81.717416,Residential,Wood,1
367814,FL,CLAY COUNTY,0.000000,28869.119141,0.000000,0.000000,28869.119141,42727.738281,0.000000,0.000000,0.000000,0.000000,30.082993,-81.710581,Residential,Wood,1
671392,FL,CLAY COUNTY,0.000000,13410000.000000,0.000000,0.000000,13410000.000000,11700000.000000,0.000000,0.000000,0.000000,0.000000,30.091921,-81.711929,Commercial,Reinforced Concrete,3
772887,FL,CLAY COUNTY,0.000000,1669113.875000,0.000000,0.000000,1669113.875000,2099127.750000,0.000000,0.000000,0.000000,0.000000,30.117352,-81.711884,Residential,Masonry,1
983122,FL,CLAY COUNTY,0.000000,179562.234375,0.000000,0.000000,179562.234375,211372.562500,0.000000,0.000000,0.000000,0.000000,30.095783,-81.713181,Residential,Wood,3
934215,FL,CLAY COUNTY,0.000000,177744.156250,0.000000,0.000000,177744.156250,157171.156250,0.000000,0.000000,0.000000,0.000000,30.110518,-81.727478,Residential,Wood,1
385951,FL,CLAY COUNTY,0.000000,17757.580078,0.000000,0.000000,17757.580078,16948.720703,0.000000,0.000000,0.000000,0.000000,30.102880,-81.705719,Residential,Wood,1
716332,FL,CLAY COUNTY,0.000000,130129.867188,0.000000,0.000000,130129.867188,101758.429688,0.000000,0.000000,0.000000,0.000000,30.068468,-81.716240,Residential,Wood,1
751262,FL,CLAY COUNTY,0.000000,42854.769531,0.000000,0.000000,42854.769531,63592.878906,0.000000,0.000000,0.000000,0.000000,30.068468,-81.716240,Residential,Wood,1
633663,FL,CLAY COUNTY,0.000000,785.580017,0.000000,0.000000,785.580017,662.179993,0.000000,0.000000,0.000000,0.000000,30.068468,-81.716240,Residential,Wood,1
105851,FL,CLAY COUNTY,0.000000,170361.906250,0.000000,0.000000,170361.906250,177176.375000,0.000000,0.000000,0.000000,0.000000,30.068468,-81.716240,Residential,Wood,1
710400,FL,CLAY COUNTY,0.000000,1430.890015,0.000000,0.000000,1430.890015,1861.410034,0.000000,0.000000,0.000000,0.000000,30.068468,-81.716240,Residential,Wood,1
703001,FL,CLAY COUNTY,0.000000,129913.273438,0.000000,0.000000,129913.273438,101692.859375,0.000000,0.000000,0.000000,0.000000,30.079785,-81.706865,Residential,Wood,4
352792,FL,CLAY COUNTY,0.000000,366285.625000,0.000000,0.000000,366285.625000,507164.187500,0.000000,0.000000,0.000000,0.000000,30.080120,-81.718452,Residential,Masonry,1
717603,FL,CLAY COUNTY,0.000000,22512.609375,0.000000,0.000000,22512.609375,28637.169922,0.000000,0.000000,0.000000,0.000000,30.080120,-81.718452,Residential,Wood,1
937659,FL,SUWANNEE COUNTY,0.000000,9246.599609,0.000000,9246.599609,9246.599609,10880.219727,0.000000,0.000000,0.000000,0.000000,29.959805,-82.926659,Residential,Wood,3
294022,FL,SUWANNEE COUNTY,0.000000,96164.640625,0.000000,0.000000,96164.640625,69357.781250,0.000000,0.000000,0.000000,0.000000,29.959805,-82.926659,Residential,Wood,3
410500,FL,SUWANNEE COUNTY,0.000000,11095.919922,0.000000,0.000000,11095.919922,12737.889648,0.000000,0.000000,0.000000,0.000000,29.959805,-82.926659,Residential,Wood,3
524433,FL,SUWANNEE COUNTY,218475.000000,218475.000000,218475.000000,218475.000000,218475.000000,199030.296875,0.000000,4369.500000,0.000000,0.000000,29.962601,-82.926155,Residential,Wood,3
779298,FL,SUWANNEE COUNTY,1400904.000000,1400904.000000,1400904.000000,1400904.000000,1400904.000000,1772984.125000,0.000000,0.000000,0.000000,0.000000,29.962601,-82.926155,Residential,Masonry,3
491831,FL,SUWANNEE COUNTY,4365.000000,4365.000000,4365.000000,4365.000000,4365.000000,4438.049805,0.000000,87.300003,0.000000,0.000000,29.962601,-82.926155,Residential,Wood,3
814637,FL,SUWANNEE COUNTY,4365.000000,4365.000000,4365.000000,4365.000000,4365.000000,6095.720215,0.000000,87.300003,0.000000,0.000000,29.962601,-82.926155,Residential,Wood,3
737515,FL,SUWANNEE COUNTY,39789.000000,39789.000000,39789.000000,39789.000000,39789.000000,58106.578125,0.000000,0.000000,0.000000,0.000000,29.962601,-82.926155,Residential,Wood,3
222653,FL,SUWANNEE COUNTY,24867.000000,24867.000000,24867.000000,24867.000000,24867.000000,18969.789062,0.000000,0.000000,0.000000,0.000000,29.962601,-82.926155,Residential,Wood,3
788543,FL,SUWANNEE COUNTY,213876.000000,213876.000000,213876.000000,213876.000000,213876.000000,261435.187500,0.000000,0.000000,0.000000,0.000000,29.962601,-82.926155,Residential,Wood,3
691681,FL,SUWANNEE COUNTY,69435.000000,69435.000000,69435.000000,69435.000000,69435.000000,93674.343750,0.000000,1388.699951,0.000000,0.000000,29.960735,-82.925420,Residential,Wood,3
368807,FL,SUWANNEE COUNTY,14922.000000,14922.000000,14922.000000,14922.000000,14922.000000,12333.030273,0.000000,0.000000,0.000000,0.000000,29.960735,-82.925420,Residential,Wood,3
174002,FL,SUWANNEE COUNTY,165546.000000,165546.000000,165546.000000,165546.000000,165546.000000,239134.515625,0.000000,0.000000,0.000000,0.000000,29.963396,-82.916763,Residential,Wood,1
198760,FL,SUWANNEE COUNTY,72837.000000,72837.000000,72837.000000,72837.000000,72837.000000,86637.859375,0.000000,0.000000,0.000000,0.000000,29.963396,-82.916763,Residential,Wood,1
831395,FL,SUWANNEE COUNTY,72837.000000,72837.000000,72837.000000,72837.000000,72837.000000,98147.859375,0.000000,0.000000,0.000000,0.000000,29.963396,-82.916763,Residential,Wood,1
305698,FL,SUWANNEE COUNTY,19440.000000,19440.000000,19440.000000,19440.000000,19440.000000,30658.589844,0.000000,388.799988,0.000000,0.000000,29.963396,-82.916763,Residential,Wood,1
515722,FL,SUWANNEE COUNTY,9945.000000,9945.000000,9945.000000,9945.000000,9945.000000,11551.120117,0.000000,198.899994,0.000000,0.000000,29.963396,-82.916763,Residential,Wood,1
415582,FL,SUWANNEE COUNTY,0.000000,255878.609375,0.000000,0.000000,255878.609375,345894.656250,0.000000,0.000000,0.000000,0.000000,29.958415,-82.923940,Residential,Wood,3
783533,FL,SUWANNEE COUNTY,0.000000,153527.171875,0.000000,0.000000,153527.171875,138228.796875,0.000000,0.000000,0.000000,0.000000,29.969600,-82.927670,Residential,Wood,4
640802,FL,SUWANNEE COUNTY,0.000000,255878.609375,0.000000,0.000000,255878.609375,177339.734375,0.000000,0.000000,0.000000,0.000000,29.959404,-82.927582,Residential,Wood,1
403866,FL,SUWANNEE COUNTY,0.000000,102351.453125,0.000000,0.000000,102351.453125,95132.796875,0.000000,0.000000,0.000000,0.000000,29.958904,-82.922729,Residential,Wood,3
828788,FL,SUWANNEE COUNTY,0.000000,155489.656250,0.000000,0.000000,155489.656250,145139.656250,0.000000,0.000000,0.000000,0.000000,29.958220,-82.922424,Residential,Wood,1
751490,FL,SUWANNEE COUNTY,0.000000,137233.796875,0.000000,0.000000,137233.796875,114919.578125,0.000000,0.000000,0.000000,0.000000,29.965832,-82.933777,Residential,Wood,4
972562,FL,SUWANNEE COUNTY,0.000000,123596.046875,0.000000,0.000000,123596.046875,183015.093750,0.000000,0.000000,0.000000,0.000000,29.965721,-82.933777,Residential,Wood,4
367541,FL,SUWANNEE COUNTY,0.000000,107111.109375,0.000000,0.000000,107111.109375,88218.851562,0.000000,0.000000,0.000000,0.000000,29.965717,-82.933777,Residential,Wood,4
481360,FL,SUWANNEE COUNTY,0.000000,96309.320312,0.000000,0.000000,96309.320312,85911.000000,0.000000,0.000000,0.000000,0.000000,29.957750,-82.923635,Residential,Wood,3
920232,FL,NASSAU COUNTY,0.000000,104031.703125,0.000000,0.000000,104031.703125,168443.968750,0.000000,0.000000,0.000000,0.000000,30.394310,-81.933970,Residential,Wood,1
727659,FL,NASSAU COUNTY,338944.500000,338944.500000,338944.500000,338944.500000,338944.500000,485816.625000,0.000000,0.000000,0.000000,0.000000,30.562670,-81.830429,Residential,Wood,1
471817,FL,NASSAU COUNTY,272349.000000,272349.000000,272349.000000,272349.000000,272349.000000,414565.562500,0.000000,0.000000,0.000000,0.000000,30.562670,-81.830429,Residential,Wood,1
983043,FL,NASSAU COUNTY,129690.000000,129690.000000,129690.000000,129690.000000,129690.000000,129635.531250,0.000000,0.000000,0.000000,0.000000,30.561651,-81.830193,Residential,Wood,1
578286,FL,NASSAU COUNTY,123210.000000,123210.000000,123210.000000,123210.000000,123210.000000,120345.609375,0.000000,0.000000,0.000000,0.000000,30.562670,-81.830429,Residential,Wood,1
347276,FL,NASSAU COUNTY,0.000000,3698.639893,0.000000,0.000000,3698.639893,3939.129883,0.000000,0.000000,0.000000,0.000000,30.561060,-81.826320,Residential,Wood,3
477786,FL,NASSAU COUNTY,2115760.500000,2115760.500000,0.000000,0.000000,2115760.500000,3057739.500000,0.000000,0.000000,0.000000,0.000000,30.557900,-81.824900,Commercial,Reinforced Masonry,4
265907,FL,NASSAU COUNTY,0.000000,93548.578125,0.000000,0.000000,93548.578125,118401.070312,0.000000,0.000000,0.000000,0.000000,30.561060,-81.826320,Residential,Wood,3
107560,FL,NASSAU COUNTY,0.000000,1037311.125000,0.000000,0.000000,1037311.125000,1487255.250000,0.000000,0.000000,0.000000,0.000000,30.561060,-81.826320,Residential,Masonry,3
908183,FL,NASSAU COUNTY,0.000000,15463.299805,0.000000,0.000000,15463.299805,11825.559570,0.000000,0.000000,0.000000,0.000000,30.571850,-81.823830,Residential,Wood,3
356024,FL,NASSAU COUNTY,0.000000,13893.349609,0.000000,0.000000,13893.349609,13988.500000,0.000000,0.000000,0.000000,0.000000,30.562835,-81.826525,Residential,Wood,3
575299,FL,NASSAU COUNTY,0.000000,316618.218750,0.000000,0.000000,316618.218750,230328.984375,0.000000,0.000000,0.000000,0.000000,30.567566,-81.826584,Residential,Wood,1
790478,FL,NASSAU COUNTY,0.000000,54834.660156,0.000000,0.000000,54834.660156,63053.718750,0.000000,0.000000,0.000000,0.000000,30.608950,-81.836450,Residential,Wood,3
801776,FL,NASSAU COUNTY,0.000000,295269.125000,0.000000,0.000000,295269.125000,488965.656250,0.000000,0.000000,0.000000,0.000000,30.599250,-81.819730,Residential,Wood,1
291781,FL,NASSAU COUNTY,0.000000,723734.187500,0.000000,0.000000,723734.187500,955908.062500,0.000000,0.000000,0.000000,0.000000,30.536740,-81.774960,Residential,Masonry,3
537286,FL,NASSAU COUNTY,0.000000,1741572.000000,0.000000,1741572.000000,1741572.000000,1455184.375000,0.000000,0.000000,0.000000,0.000000,30.555161,-81.825684,Residential,Masonry,1
289305,FL,COLUMBIA COUNTY,135450.000000,135450.000000,135450.000000,135450.000000,135450.000000,164978.093750,0.000000,0.000000,0.000000,0.000000,30.105968,-82.662270,Residential,Wood,4
697409,FL,COLUMBIA COUNTY,60300.000000,60300.000000,60300.000000,60300.000000,60300.000000,77678.460938,0.000000,0.000000,0.000000,0.000000,30.101800,-82.709400,Residential,Wood,1
633944,FL,COLUMBIA COUNTY,22500.000000,22500.000000,22500.000000,22500.000000,22500.000000,19501.759766,0.000000,0.000000,0.000000,0.000000,30.101800,-82.709400,Residential,Wood,4
963511,FL,COLUMBIA COUNTY,0.000000,34212.421875,0.000000,0.000000,34212.421875,33250.371094,0.000000,0.000000,0.000000,0.000000,30.101800,-82.709400,Residential,Wood,4
729649,FL,COLUMBIA COUNTY,0.000000,460128.187500,0.000000,0.000000,460128.187500,626142.437500,0.000000,0.000000,0.000000,0.000000,30.165300,-82.734040,Residential,Masonry,1
862584,FL,COLUMBIA COUNTY,0.000000,32169.689453,0.000000,0.000000,32169.689453,37291.109375,0.000000,0.000000,0.000000,0.000000,30.101800,-82.709400,Residential,Wood,4
371891,FL,COLUMBIA COUNTY,0.000000,50550.750000,0.000000,0.000000,50550.750000,49526.378906,0.000000,0.000000,0.000000,0.000000,30.173990,-82.570170,Residential,Wood,4
785595,FL,COLUMBIA COUNTY,42300.000000,42300.000000,42300.000000,42300.000000,42300.000000,53762.621094,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Wood,3
567696,FL,COLUMBIA COUNTY,0.000000,10171.259766,0.000000,0.000000,10171.259766,16798.289062,0.000000,0.000000,0.000000,0.000000,30.162690,-82.640000,Residential,Wood,4
219025,FL,COLUMBIA COUNTY,0.000000,155342.875000,0.000000,0.000000,155342.875000,176189.890625,0.000000,0.000000,0.000000,0.000000,30.162690,-82.640000,Residential,Wood,4
447216,FL,COLUMBIA COUNTY,0.000000,3698.639893,0.000000,0.000000,3698.639893,4424.479980,0.000000,0.000000,0.000000,0.000000,30.162690,-82.640000,Residential,Wood,4
305141,FL,COLUMBIA COUNTY,0.000000,4623.299805,0.000000,4623.299805,4623.299805,4525.859863,0.000000,0.000000,0.000000,0.000000,30.162690,-82.640000,Residential,Wood,4
625575,FL,COLUMBIA COUNTY,0.000000,33287.761719,0.000000,0.000000,33287.761719,27375.619141,0.000000,0.000000,0.000000,0.000000,30.162690,-82.640000,Residential,Wood,4
262109,FL,COLUMBIA COUNTY,0.000000,21267.179688,0.000000,0.000000,21267.179688,24840.490234,0.000000,0.000000,0.000000,0.000000,30.163641,-82.640976,Residential,Wood,1
228457,FL,COLUMBIA COUNTY,0.000000,729556.750000,0.000000,0.000000,729556.750000,889825.750000,0.000000,0.000000,0.000000,0.000000,30.163641,-82.640976,Residential,Masonry,1
622799,FL,COLUMBIA COUNTY,0.000000,350446.125000,0.000000,0.000000,350446.125000,438049.250000,0.000000,0.000000,0.000000,0.000000,30.163641,-82.640976,Residential,Wood,1
233271,FL,COLUMBIA COUNTY,0.000000,2135964.500000,0.000000,2135964.500000,2135964.500000,1728721.625000,0.000000,0.000000,0.000000,0.000000,30.163641,-82.640976,Commercial,Reinforced Masonry,1
932950,FL,COLUMBIA COUNTY,0.000000,4623.299805,0.000000,4623.299805,4623.299805,4782.100098,0.000000,0.000000,0.000000,0.000000,30.163641,-82.640976,Residential,Wood,1
641952,FL,COLUMBIA COUNTY,0.000000,2469639.500000,0.000000,2469639.500000,2469639.500000,2708463.750000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Commercial,Reinforced Masonry,4
796260,FL,COLUMBIA COUNTY,0.000000,914073.312500,0.000000,914073.312500,914073.312500,1296439.250000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Masonry,4
301822,FL,COLUMBIA COUNTY,0.000000,3042940.500000,0.000000,3042940.500000,3042940.500000,3181869.000000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Commercial,Reinforced Masonry,4
559927,FL,COLUMBIA COUNTY,0.000000,234997.656250,0.000000,0.000000,234997.656250,255975.890625,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Wood,4
224400,FL,COLUMBIA COUNTY,0.000000,912600.000000,0.000000,912600.000000,912600.000000,1147247.750000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Masonry,4
123936,FL,COLUMBIA COUNTY,0.000000,1920744.875000,0.000000,1920744.875000,1920744.875000,2837762.250000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Commercial,Reinforced Masonry,4
333818,FL,COLUMBIA COUNTY,0.000000,455754.593750,0.000000,455754.593750,455754.593750,696809.562500,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Masonry,4
254323,FL,COLUMBIA COUNTY,0.000000,1552694.000000,0.000000,0.000000,1552694.000000,1552594.625000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Masonry,4
247444,FL,COLUMBIA COUNTY,0.000000,8910.000000,0.000000,8910.000000,8910.000000,13521.830078,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Wood,4
882598,FL,COLUMBIA COUNTY,0.000000,398968.187500,0.000000,398968.187500,398968.187500,424087.250000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Masonry,4
386918,FL,COLUMBIA COUNTY,0.000000,4500.000000,0.000000,4500.000000,4500.000000,4238.410156,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Wood,4
497337,FL,COLUMBIA COUNTY,0.000000,31071.599609,0.000000,31071.599609,31071.599609,57802.500000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Wood,4
526844,FL,COLUMBIA COUNTY,0.000000,4956126.000000,0.000000,0.000000,4956126.000000,7279557.500000,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Commercial,Reinforced Masonry,4
623400,FL,COLUMBIA COUNTY,0.000000,40500.000000,0.000000,40500.000000,40500.000000,34160.941406,0.000000,0.000000,0.000000,0.000000,30.151500,-82.612600,Residential,Wood,4
826170,FL,COLUMBIA COUNTY,0.000000,135868.984375,0.000000,0.000000,135868.984375,234280.265625,0.000000,0.000000,0.000000,0.000000,30.185885,-82.614795,Residential,Wood,1
185483,FL,COLUMBIA COUNTY,0.000000,36784.230469,0.000000,0.000000,36784.230469,58447.640625,0.000000,0.000000,0.000000,0.000000,30.185885,-82.614795,Residential,Wood,1
920003,FL,COLUMBIA COUNTY,0.000000,1086940.875000,0.000000,0.000000,1086940.875000,1770235.375000,0.000000,0.000000,0.000000,0.000000,30.185885,-82.614795,Residential,Masonry,1
274246,FL,COLUMBIA COUNTY,0.000000,16767.169922,0.000000,0.000000,16767.169922,17228.599609,0.000000,0.000000,0.000000,0.000000,30.166490,-82.635030,Residential,Wood,1
423636,FL,COLUMBIA COUNTY,0.000000,1404900.000000,0.000000,1404900.000000,1404900.000000,1840643.750000,0.000000,42147.000000,0.000000,0.000000,30.176000,-82.655810,Residential,Masonry,1
970906,FL,COLUMBIA COUNTY,0.000000,4696520.500000,0.000000,0.000000,4696520.500000,6342698.000000,0.000000,0.000000,450000.000000,0.000000,30.007770,-82.596940,Commercial,Reinforced Masonry,3
227898,FL,COLUMBIA COUNTY,0.000000,67892.476562,0.000000,0.000000,67892.476562,86628.093750,0.000000,0.000000,0.000000,0.000000,30.175090,-82.662520,Residential,Wood,1
525138,FL,COLUMBIA COUNTY,0.000000,86056.320312,0.000000,0.000000,86056.320312,125938.171875,0.000000,0.000000,0.000000,0.000000,30.175010,-82.662050,Residential,Wood,1
923627,FL,COLUMBIA COUNTY,0.000000,67892.476562,0.000000,0.000000,67892.476562,64169.800781,0.000000,0.000000,0.000000,0.000000,30.174776,-82.662277,Residential,Wood,1
619743,FL,COLUMBIA COUNTY,0.000000,67892.476562,0.000000,0.000000,67892.476562,80898.226562,0.000000,0.000000,0.000000,0.000000,30.174760,-82.662510,Residential,Wood,1
910727,FL,COLUMBIA COUNTY,0.000000,86056.320312,0.000000,0.000000,86056.320312,91244.648438,0.000000,0.000000,0.000000,0.000000,30.174500,-82.662050,Residential,Wood,1
363647,FL,COLUMBIA COUNTY,0.000000,67892.476562,0.000000,0.000000,67892.476562,92333.773438,0.000000,0.000000,0.000000,0.000000,30.174470,-82.662510,Residential,Wood,1
512519,FL,COLUMBIA COUNTY,0.000000,101009.359375,0.000000,0.000000,101009.359375,98181.101562,0.000000,0.000000,0.000000,0.000000,30.174170,-82.662180,Residential,Wood,1
904304,FL,COLUMBIA COUNTY,0.000000,67892.476562,0.000000,0.000000,67892.476562,66272.562500,0.000000,0.000000,0.000000,0.000000,30.174510,-82.663510,Residential,Wood,1
835349,FL,COLUMBIA COUNTY,0.000000,67892.476562,0.000000,0.000000,67892.476562,99945.867188,0.000000,0.000000,0.000000,0.000000,30.174750,-82.663140,Residential,Wood,1
891725,FL,COLUMBIA COUNTY,0.000000,86056.320312,0.000000,0.000000,86056.320312,139415.109375,0.000000,0.000000,0.000000,0.000000,30.175140,-82.663410,Residential,Wood,1
923503,FL,COLUMBIA COUNTY,0.000000,86056.320312,0.000000,0.000000,86056.320312,106664.398438,0.000000,0.000000,0.000000,0.000000,30.174740,-82.663480,Residential,Wood,1
292347,FL,COLUMBIA COUNTY,0.000000,132603.343750,0.000000,0.000000,132603.343750,115117.070312,0.000000,0.000000,0.000000,0.000000,30.176640,-82.663140,Residential,Wood,3
363828,FL,COLUMBIA COUNTY,0.000000,132603.343750,0.000000,0.000000,132603.343750,216561.937500,0.000000,0.000000,0.000000,0.000000,30.176380,-82.663140,Residential,Wood,3
110490,FL,COLUMBIA COUNTY,0.000000,91764.148438,0.000000,0.000000,91764.148438,70364.023438,0.000000,0.000000,0.000000,0.000000,30.176230,-82.664060,Residential,Wood,3
480733,FL,COLUMBIA COUNTY,0.000000,457854.500000,0.000000,0.000000,457854.500000,345588.562500,0.000000,0.000000,0.000000,0.000000,30.176980,-82.670190,Residential,Masonry,4
993346,FL,COLUMBIA COUNTY,0.000000,385480.812500,0.000000,0.000000,385480.812500,558330.437500,0.000000,0.000000,0.000000,0.000000,30.174486,-82.671326,Residential,Masonry,4
934992,FL,ST  JOHNS COUNTY,0.000000,213596.453125,0.000000,0.000000,213596.453125,190329.812500,0.000000,0.000000,0.000000,0.000000,29.791700,-81.427100,Residential,Wood,4
645841,FL,ST  JOHNS COUNTY,0.000000,1051338.375000,0.000000,0.000000,1051338.375000,1069842.000000,0.000000,0.000000,0.000000,0.000000,29.791700,-81.427100,Residential,Masonry,4
747846,FL,ST  JOHNS COUNTY,0.000000,6472.620117,0.000000,0.000000,6472.620117,9957.870117,0.000000,0.000000,0.000000,0.000000,29.791700,-81.427100,Residential,Wood,4
482457,FL,ST  JOHNS COUNTY,0.000000,159041.515625,0.000000,0.000000,159041.515625,249984.640625,0.000000,0.000000,0.000000,0.000000,29.776566,-81.471710,Residential,Wood,1
574787,FL,ST  JOHNS COUNTY,0.000000,12945.240234,0.000000,0.000000,12945.240234,19024.970703,0.000000,0.000000,0.000000,0.000000,29.776566,-81.471710,Residential,Wood,1
831418,FL,ST  JOHNS COUNTY,0.000000,29589.119141,0.000000,0.000000,29589.119141,35207.531250,0.000000,0.000000,0.000000,0.000000,29.776566,-81.471710,Residential,Wood,1
968562,FL,ST  JOHNS COUNTY,0.000000,12945.240234,0.000000,0.000000,12945.240234,16859.050781,0.000000,0.000000,0.000000,0.000000,29.776566,-81.471710,Residential,Wood,1
576324,FL,ST  JOHNS COUNTY,29061.000000,29061.000000,29061.000000,29061.000000,29061.000000,40749.328125,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
290435,FL,ST  JOHNS COUNTY,48087.000000,48087.000000,48087.000000,48087.000000,48087.000000,68008.101562,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
526086,FL,ST  JOHNS COUNTY,128628.000000,128628.000000,128628.000000,128628.000000,128628.000000,133425.187500,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
119823,FL,ST  JOHNS COUNTY,128628.000000,128628.000000,128628.000000,128628.000000,128628.000000,168246.703125,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
497414,FL,ST  JOHNS COUNTY,128628.000000,128628.000000,128628.000000,128628.000000,128628.000000,176279.140625,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
340883,FL,ST  JOHNS COUNTY,4968.000000,4968.000000,4968.000000,4968.000000,4968.000000,5265.919922,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
892551,FL,ST  JOHNS COUNTY,157005.000000,157005.000000,157005.000000,157005.000000,157005.000000,131774.296875,0.000000,3140.100098,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
670595,FL,ST  JOHNS COUNTY,459.000000,459.000000,459.000000,459.000000,459.000000,847.359985,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
194101,FL,ST  JOHNS COUNTY,459.000000,459.000000,459.000000,459.000000,459.000000,428.690002,0.000000,0.000000,0.000000,0.000000,29.725500,-81.466309,Residential,Wood,1
